study_hours,attendance,previous_score,marks
6,84.9,65,54.0
6,83.7,71,60.0
8,84.5,83,74.0
1,61.2,96,74.0
2,74.5,94,66.0
9,90.4,95,94.0
8,85.3,92,83.0
7,84.1,72,65.0
7,88.4,91,82.0
5,73.4,70,52.0
2,69.4,57,34.0
6,82.9,74,61.0
3,75.1,51,30.0
4,67.4,90,77.0
2,73.8,64,45.0
2,67.6,84,59.0
8,87.1,70,66.0
8,84.0,49,45.0
6,82.0,86,73.0
5,85.7,91,81.0
8,94.6,73,72.0
4,76.0,90,72.0
4,73.7,42,27.0
5,74.0,85,70.0
1,66.5,78,51.0
1,63.9,47,21.0
2,65.2,71,50.0
8,89.5,82,82.0
7,84.9,68,58.0
9,91.3,61,59.0
5,76.6,59,41.0
2,65.2,45,21.0
7,92.3,82,78.0
8,80.1,88,85.0
7,78.9,68,59.0
7,88.4,81,72.0
5,80.6,95,83.0
2,65.1,56,31.0
6,77.0,70,58.0
4,73.8,92,74.0
2,60.4,73,50.0
9,86.0,77,72.0
7,83.1,96,84.0
6,77.8,76,67.0
5,79.8,43,29.0
3,63.2,41,20.0
4,73.1,51,31.0
3,74.2,74,58.0
8,81.4,45,39.0
3,72.2,95,77.0
7,77.0,85,78.0
7,77.1,47,39.0
7,87.3,60,51.0
7,77.1,92,86.0
2,70.8,97,78.0
3,67.1,85,66.0
9,94.1,74,74.0
3,68.9,87,70.0
2,71.7,54,38.0
9,89.2,46,44.0
9,90.1,54,52.0
4,67.1,84,63.0
9,96.8,45,46.0
3,70.6,86,63.0
7,89.3,56,50.0
7,81.5,43,37.0
8,88.8,61,52.0
4,73.2,71,55.0
3,67.5,98,77.0
3,69.4,61,46.0
5,80.9,66,52.0
1,69.3,85,59.0
3,76.3,54,32.0
6,82.3,99,87.0
3,68.4,83,61.0
5,82.0,90,75.0
9,92.4,61,59.0
2,63.3,67,40.0
2,70.5,81,61.0
6,76.6,77,62.0
6,82.0,99,86.0
8,82.1,96,89.0
2,75.3,48,29.0
9,82.2,73,72.0
2,60.9,75,53.0
1,71.9,48,24.0
2,71.6,54,30.0
7,85.4,84,79.0
8,84.1,59,51.0
5,82.3,47,34.0
6,76.7,97,87.0
1,66.8,67,43.0
6,83.8,90,80.0
8,92.1,58,54.0
3,67.1,96,80.0
1,59.7,55,29.0
4,74.1,50,34.0
1,54.2,81,58.0
8,89.9,47,38.0
5,70.5,72,57.0
1,62.9,49,20.0
8,84.3,57,49.0
9,93.6,74,73.0
2,74.5,82,61.0
9,87.3,89,87.0
8,85.2,42,37.0
7,83.7,79,69.0
3,63.2,66,46.0
2,78.7,98,79.0
7,88.1,67,60.0
5,70.1,85,68.0
6,74.1,45,38.0
4,77.7,86,71.0
2,63.5,53,28.0
9,95.3,46,44.0
3,68.6,49,31.0
7,86.9,54,41.0
8,84.9,70,63.0
2,60.3,68,44.0
6,77.9,81,69.0
8,83.5,93,88.0
7,85.0,56,49.0
3,72.1,98,76.0
1,64.4,90,63.0
6,84.5,68,55.0
8,84.4,88,86.0
6,78.2,83,71.0
5,75.9,54,41.0
8,90.3,65,58.0
2,61.7,51,26.0
1,61.4,64,39.0
1,60.4,80,54.0
4,67.0,44,25.0
6,76.9,43,29.0
9,89.1,83,81.0
1,59.3,87,65.0
1,72.4,80,57.0
5,73.6,96,85.0
5,75.1,70,60.0
5,76.9,42,27.0
6,85.6,92,82.0
8,90.0,42,37.0
3,74.8,65,48.0
9,87.8,89,85.0
1,64.6,56,28.0
4,78.6,99,83.0
9,86.1,49,47.0
8,91.0,41,37.0
9,88.6,63,62.0
1,64.3,50,26.0
9,87.9,63,59.0
3,75.7,74,59.0
9,85.3,62,56.0
1,66.2,71,46.0
1,64.0,62,35.0
9,90.0,73,71.0
6,79.3,80,69.0
4,75.3,58,41.0
7,89.0,41,34.0
5,67.0,99,89.0
7,88.0,90,83.0
8,85.0,41,33.0
8,85.9,54,48.0
1,63.9,95,71.0
8,81.3,60,52.0
6,79.2,74,63.0
4,77.2,44,27.0
8,78.8,82,79.0
3,71.8,66,44.0
4,71.6,63,45.0
6,75.8,46,34.0
7,82.7,45,34.0
4,70.3,85,69.0
4,71.5,72,56.0
7,81.1,97,86.0
6,78.8,88,78.0
8,88.3,56,49.0
1,64.7,85,67.0
7,89.6,81,71.0
7,85.8,69,61.0
7,84.9,47,36.0
7,88.4,79,69.0
8,81.3,85,80.0
9,87.6,46,39.0
9,88.9,45,39.0
2,72.4,43,21.0
7,86.9,40,30.0
7,88.3,54,47.0
4,80.8,70,53.0
9,89.9,64,59.0
8,84.9,86,79.0
1,57.3,72,44.0
2,67.1,91,66.0
2,60.6,74,51.0
8,91.6,94,90.0
1,56.7,44,16.0
4,75.1,44,23.0
5,74.8,75,62.0
9,83.2,56,51.0
7,94.7,92,84.0
8,87.5,91,86.0
9,84.5,53,50.0
7,83.3,97,90.0
5,77.3,68,55.0
5,72.5,47,31.0
6,88.0,73,64.0
5,73.9,79,64.0
9,85.9,40,38.0
3,74.1,68,46.0
3,66.9,75,54.0
7,85.9,90,81.0
7,82.8,76,67.0
6,81.0,68,54.0
3,68.5,44,19.0
7,84.1,92,85.0
5,75.8,71,54.0
7,78.7,99,89.0
2,63.2,91,66.0
6,84.7,63,55.0
8,87.2,58,52.0
1,62.3,51,27.0
4,75.1,91,74.0
1,75.4,40,14.0
1,57.2,46,19.0
8,77.8,56,52.0
7,86.0,73,63.0
1,61.7,82,55.0
2,63.4,46,18.0
4,68.8,56,39.0
1,65.2,98,74.0
3,68.3,42,23.0
8,82.0,68,57.0
8,92.8,61,54.0
8,81.5,77,67.0
6,74.4,93,86.0
6,86.6,82,71.0
5,80.5,68,52.0
9,85.0,89,85.0
4,70.4,89,72.0
7,82.6,93,88.0
1,66.6,81,55.0
9,87.0,44,39.0
7,76.3,69,58.0
9,96.7,62,65.0
7,79.1,94,90.0
2,68.3,60,35.0
6,83.1,95,88.0
4,80.0,65,48.0
3,69.8,93,72.0
2,64.7,86,60.0
6,78.9,60,45.0
8,80.9,59,53.0
6,81.5,62,49.0
9,90.3,43,39.0
5,70.2,60,42.0
2,69.7,60,35.0
8,87.1,40,34.0
9,84.2,54,54.0
4,74.6,56,37.0
6,77.3,90,78.0
8,84.8,53,49.0
9,86.1,98,96.0
5,72.7,58,43.0
6,82.8,89,80.0
4,79.3,99,80.0
5,81.2,73,62.0
7,80.5,45,37.0
9,92.7,84,81.0
6,77.0,88,74.0
6,79.2,45,30.0
8,86.6,92,87.0
4,81.2,93,74.0
3,72.1,44,20.0
7,82.8,46,37.0
5,78.4,72,55.0
2,66.9,52,25.0
2,61.2,90,67.0
6,76.4,93,78.0
8,87.6,40,35.0
1,61.9,52,24.0
6,75.5,82,72.0
2,61.4,66,42.0
2,63.2,46,24.0
7,82.4,91,82.0
1,62.2,42,15.0
6,82.1,97,87.0
7,82.6,64,59.0
8,88.4,72,67.0
7,79.6,79,69.0
6,75.9,56,45.0
9,88.1,84,83.0
3,69.5,53,31.0
6,79.3,76,61.0
4,78.0,97,80.0
2,76.5,95,70.0
1,61.5,93,67.0
1,64.3,62,37.0
3,68.5,98,81.0
4,77.1,63,46.0
2,69.3,68,46.0
1,70.9,77,52.0
4,75.0,98,84.0
7,73.9,93,84.0
6,82.0,66,58.0
6,76.5,77,66.0
9,82.1,92,85.0
2,72.0,79,55.0
4,71.5,84,67.0
5,69.2,89,75.0
1,55.2,62,36.0
8,79.5,70,64.0
8,85.0,75,69.0
6,80.8,56,42.0
5,71.2,76,64.0
8,89.2,42,38.0
3,72.7,75,56.0
3,68.6,94,73.0
2,61.4,44,28.0
5,78.1,85,67.0
3,76.0,54,34.0
3,64.1,91,73.0
6,76.5,88,79.0
8,83.6,45,38.0
2,65.0,98,78.0
4,77.9,49,35.0
7,76.9,93,85.0
1,55.0,71,45.0
1,67.4,62,37.0
7,80.0,87,78.0
7,91.0,56,52.0
1,67.2,85,64.0
1,57.3,59,32.0
4,74.7,83,65.0
5,72.4,80,67.0
5,79.2,54,40.0
4,72.4,83,64.0
8,89.8,85,79.0
7,90.5,97,91.0
9,94.1,61,56.0
7,84.0,89,85.0
1,58.7,91,64.0
7,83.6,45,34.0
1,68.3,43,16.0
7,89.4,97,88.0
8,89.9,62,53.0
9,98.1,83,80.0
3,69.1,84,64.0
4,79.2,58,37.0
4,78.2,93,75.0
9,85.3,84,82.0
7,78.4,70,60.0
3,73.1,83,64.0
5,75.4,91,76.0
7,88.5,42,35.0
8,93.1,67,61.0
1,64.5,42,18.0
2,62.5,53,25.0
7,78.6,57,47.0
2,67.0,66,47.0
7,82.2,90,81.0
9,83.4,99,99.0
2,73.7,49,28.0
7,82.3,88,77.0
4,77.6,54,37.0
2,64.6,58,35.0
7,83.0,48,38.0
5,80.0,43,31.0
1,62.0,54,29.0
5,77.0,90,77.0
3,73.2,87,70.0
7,81.4,47,37.0
6,87.5,88,75.0
8,79.4,92,83.0
5,82.5,40,24.0
2,70.4,46,23.0
9,90.0,92,90.0
8,85.9,70,64.0
6,77.3,57,41.0
7,86.9,51,44.0
9,92.5,87,84.0
7,83.4,69,65.0
3,65.7,72,54.0
6,75.6,98,84.0
7,79.6,86,78.0
2,69.4,46,21.0
3,68.2,67,49.0
4,69.7,88,69.0
6,89.8,42,31.0
1,59.7,82,56.0
9,96.8,45,41.0
5,76.7,70,54.0
7,84.0,77,69.0
9,95.6,54,53.0
9,90.6,46,40.0
1,61.8,82,58.0
1,59.3,69,41.0
3,73.1,66,46.0
6,83.7,56,50.0
2,69.6,94,75.0
1,65.9,57,32.0
1,66.3,61,37.0
5,78.6,95,83.0
4,82.2,92,75.0
1,58.6,65,39.0
4,70.0,90,74.0
3,74.0,66,43.0
2,67.4,79,56.0
9,89.5,63,58.0
1,65.8,91,64.0
7,79.9,47,39.0
4,69.5,60,38.0
5,78.0,68,53.0
5,78.7,82,68.0
1,60.1,60,36.0
6,79.1,42,29.0
9,94.4,70,67.0
2,64.9,94,72.0
7,92.2,66,61.0
6,73.9,85,70.0
5,78.2,66,51.0
4,62.7,48,32.0
4,73.0,96,80.0
6,79.3,72,62.0
4,73.1,72,59.0
5,81.0,65,50.0
6,79.5,67,57.0
5,84.1,83,70.0
7,77.5,82,70.0
9,88.5,70,69.0
7,84.5,92,87.0
7,88.3,40,29.0
4,75.4,59,42.0
1,65.9,51,27.0
8,87.2,56,49.0
4,69.4,54,35.0
1,65.9,73,46.0
5,67.4,89,76.0
8,86.6,55,47.0
4,68.5,43,22.0
8,79.3,47,36.0
8,90.1,73,66.0
3,63.7,85,68.0
9,88.5,64,61.0
3,67.4,54,36.0
1,63.1,67,39.0
2,67.8,48,20.0
6,82.5,41,28.0
2,64.8,56,29.0
6,78.2,97,86.0
1,64.8,49,25.0
1,56.0,48,20.0
5,76.9,70,58.0
9,90.3,41,38.0
8,98.9,63,62.0
3,71.9,58,37.0
3,77.4,56,34.0
1,59.7,82,56.0
3,78.4,88,72.0
1,66.2,49,25.0
8,88.0,89,82.0
1,66.5,94,70.0
5,78.7,67,52.0
9,93.6,77,76.0
7,79.8,87,78.0
4,67.4,67,51.0
9,91.4,98,96.0
9,90.7,89,90.0
2,66.3,91,64.0
6,80.0,89,79.0
4,71.7,40,22.0
8,86.5,99,96.0
7,76.5,42,32.0
7,82.1,54,42.0
9,88.2,91,88.0
5,73.7,49,36.0
6,74.9,60,48.0
1,66.9,76,51.0
6,73.5,54,40.0
2,64.0,62,34.0
6,83.9,53,43.0
9,84.8,54,59.0
8,90.2,49,42.0
9,87.8,95,93.0
8,80.7,48,37.0
3,65.7,83,63.0
8,92.2,78,70.0
6,74.7,44,33.0
6,83.5,64,50.0
6,72.7,95,84.0
3,66.7,81,60.0
1,70.8,96,67.0
4,70.6,65,47.0
6,82.1,47,34.0
2,62.6,61,38.0
7,86.7,91,84.0
7,77.4,64,53.0
4,67.3,87,69.0
4,69.8,51,32.0
1,62.0,48,21.0
2,67.5,49,30.0
9,91.3,87,85.0
8,90.8,49,45.0
8,88.7,48,43.0
9,90.5,65,63.0
7,77.6,74,64.0
9,88.3,66,62.0
2,65.2,99,76.0
6,82.4,70,62.0
3,72.3,58,40.0
6,83.6,82,71.0
3,63.3,77,56.0
8,84.5,45,38.0
4,82.4,54,39.0
6,82.0,68,62.0
9,92.8,86,84.0
2,70.9,84,64.0
2,66.3,93,71.0
7,79.4,44,38.0
2,66.7,53,26.0
2,62.7,92,67.0
4,65.9,41,23.0
9,91.3,62,57.0
8,92.5,83,80.0
2,72.2,91,68.0
8,84.5,85,77.0
4,71.4,58,37.0
2,61.5,63,39.0
7,86.4,59,49.0
6,85.9,86,74.0
5,73.1,66,53.0
1,61.2,91,67.0
2,63.7,63,38.0
8,91.3,56,47.0
1,58.0,64,40.0
3,65.5,85,68.0
2,63.0,94,70.0
5,77.0,70,54.0
4,69.3,67,49.0
7,89.2,89,79.0
5,71.6,98,82.0
8,80.5,67,62.0
4,70.0,61,46.0
6,86.6,95,86.0
4,74.6,98,80.0
2,64.2,44,17.0
1,60.3,93,69.0
1,59.0,83,58.0
8,79.6,81,74.0
4,70.4,47,32.0
5,74.2,77,64.0
8,85.0,67,57.0
7,80.7,96,82.0
8,83.5,86,78.0
8,88.2,51,40.0
6,78.5,96,88.0
2,71.3,64,42.0
6,88.2,77,67.0
1,59.7,83,56.0
1,65.0,54,26.0
3,65.4,83,56.0
3,69.4,80,63.0
5,86.7,90,78.0
1,66.0,92,68.0
6,83.0,73,66.0
7,81.5,99,90.0
3,64.9,84,65.0
4,73.1,52,33.0
3,72.5,47,32.0
1,68.9,98,74.0
8,90.5,52,48.0
2,69.1,75,57.0
1,64.4,45,22.0
8,82.6,77,69.0
7,77.2,71,62.0
7,84.6,60,52.0
4,78.7,83,66.0
9,91.6,83,81.0
6,78.7,88,75.0
2,68.4,98,80.0
1,62.4,46,20.0
1,71.9,65,40.0
9,93.2,54,55.0
4,71.7,95,78.0
5,81.8,88,76.0
3,63.1,81,60.0
4,77.2,62,44.0
8,86.1,91,85.0
4,74.1,77,56.0
9,87.4,80,76.0
9,88.2,54,49.0
6,81.1,87,72.0
2,57.4,92,69.0
7,85.2,79,72.0
9,90.3,55,50.0
6,76.0,71,57.0
3,71.3,76,56.0
7,82.5,57,46.0
5,78.1,59,45.0
1,61.9,85,60.0
3,68.6,41,22.0
5,81.7,94,81.0
7,86.6,62,54.0
3,68.0,69,48.0
6,82.4,42,28.0
5,70.5,85,73.0
1,60.2,78,52.0
6,84.9,86,74.0
8,81.9,88,84.0
1,60.3,40,13.0
2,63.0,80,57.0
4,74.6,61,42.0
2,70.2,68,47.0
9,85.7,53,48.0
8,82.4,87,81.0
8,93.1,67,63.0
4,69.1,60,43.0
5,82.6,84,71.0
4,71.7,71,49.0
9,86.8,45,43.0
2,64.2,93,69.0
8,87.2,40,34.0
2,69.3,60,37.0
1,64.6,96,74.0
3,56.2,43,21.0
9,85.9,42,38.0
3,63.8,88,67.0
9,94.0,69,64.0
7,85.1,70,61.0
1,66.6,73,46.0
5,78.4,58,41.0
9,91.1,59,58.0
3,69.5,62,40.0
9,85.9,93,92.0
5,75.7,98,86.0
9,91.5,79,77.0
6,82.8,64,52.0
9,95.4,54,47.0
7,84.2,77,70.0
7,87.2,62,57.0
8,88.7,91,90.0
7,80.2,41,32.0
9,86.2,96,93.0
9,97.1,96,94.0
6,73.6,54,42.0
7,84.6,91,82.0
2,66.0,83,58.0
9,92.8,74,68.0
1,61.5,49,25.0
1,61.7,53,30.0
3,70.6,66,46.0
6,86.0,93,86.0
5,68.4,53,42.0
2,64.4,74,49.0
9,90.8,72,70.0
4,77.0,91,74.0
4,76.1,40,26.0
5,74.5,73,56.0
8,83.3,58,54.0
4,69.4,63,48.0
5,86.7,81,70.0
4,67.6,43,22.0
6,77.4,75,62.0
3,76.1,52,33.0
8,82.7,97,93.0
6,80.4,71,62.0
5,82.0,48,31.0
2,73.8,78,60.0
7,82.9,55,50.0
2,70.7,89,67.0
1,51.9,42,17.0
7,82.8,91,82.0
5,71.4,59,41.0
1,65.8,49,24.0
4,73.2,95,78.0
4,74.1,97,80.0
7,89.2,97,93.0
9,94.3,61,64.0
2,73.6,87,60.0
1,60.8,42,18.0
2,62.4,50,28.0
7,87.2,64,54.0
6,84.9,81,71.0
4,70.6,87,68.0
1,61.2,47,23.0
1,61.6,48,20.0
5,79.7,54,37.0
1,65.8,71,47.0
7,76.1,92,81.0
1,65.5,42,18.0
1,53.1,43,16.0
2,68.5,69,49.0
3,65.7,52,33.0
1,64.4,83,60.0
9,88.1,60,55.0
8,89.9,80,75.0
5,81.8,96,81.0
2,73.5,85,64.0
5,75.5,58,41.0
6,76.8,78,68.0
1,62.2,87,59.0
4,71.0,61,44.0
9,84.4,59,55.0
2,64.0,76,54.0
5,73.2,70,53.0
1,72.8,49,24.0
4,71.2,57,37.0
4,74.6,82,65.0
6,88.3,78,69.0
9,88.1,85,82.0
3,68.6,59,39.0
9,88.6,57,54.0
6,86.4,50,36.0
7,88.8,61,55.0
2,66.1,98,78.0
6,81.9,83,73.0
6,81.3,57,49.0
2,63.8,97,74.0
2,67.4,73,51.0
2,67.5,62,37.0
1,64.9,40,16.0
5,71.7,94,84.0
8,84.6,49,47.0
2,68.2,92,70.0
5,73.2,40,28.0
8,90.9,77,72.0
5,73.8,78,60.0
2,74.5,88,67.0
3,74.8,48,33.0
6,79.5,70,58.0
5,84.1,46,36.0
4,70.8,56,35.0
4,65.7,74,56.0
5,74.5,87,71.0
2,76.0,76,51.0
9,87.7,91,88.0
2,62.8,57,36.0
2,67.7,72,50.0
9,88.5,43,42.0
3,65.6,62,44.0
7,79.0,50,42.0
4,77.2,91,75.0
6,82.2,48,34.0
4,79.6,69,54.0
7,85.7,47,36.0
1,63.8,79,53.0
3,72.8,44,24.0
3,65.4,51,30.0
1,55.5,40,13.0
6,83.1,54,43.0
9,94.3,64,56.0
8,83.4,57,50.0
7,86.8,77,67.0
8,89.4,81,74.0
6,74.6,85,73.0
9,88.7,92,90.0
3,75.7,65,42.0
9,88.4,79,77.0
4,72.6,98,84.0
7,85.9,42,37.0
9,85.9,93,91.0
2,70.5,61,34.0
2,65.8,65,40.0
9,88.4,58,53.0
3,74.8,83,63.0
9,91.9,83,82.0
5,76.2,86,73.0
6,81.8,99,86.0
2,64.3,78,56.0
8,86.6,98,94.0
9,92.0,75,74.0
2,60.8,60,37.0
6,81.1,80,69.0
6,82.3,93,79.0
8,84.9,87,83.0
5,74.1,65,50.0
9,86.8,52,47.0
1,65.0,75,53.0
9,93.8,63,62.0
7,96.1,80,75.0
4,68.7,65,48.0
3,68.2,60,40.0
6,87.4,57,45.0
1,62.1,54,27.0
3,71.1,54,32.0
2,60.8,45,20.0
9,90.8,82,80.0
3,74.1,70,51.0
2,65.7,67,44.0
4,74.8,47,29.0
2,63.1,68,46.0
1,59.9,60,37.0
6,77.7,56,44.0
8,82.7,95,90.0
2,72.5,96,75.0
9,92.0,88,84.0
3,72.8,63,44.0
8,83.4,97,91.0
8,85.2,99,94.0
3,69.8,89,69.0
3,73.1,75,57.0
6,78.2,70,55.0
1,65.1,86,61.0
4,77.6,73,54.0
1,59.3,41,12.0
3,65.6,81,62.0
9,87.0,42,40.0
5,73.0,69,57.0
5,83.0,47,33.0
4,67.6,91,71.0
3,68.5,46,26.0
5,79.9,51,39.0
4,66.2,97,74.0
8,83.6,58,56.0
4,70.7,65,45.0
8,84.8,67,61.0
6,82.2,54,45.0
5,73.4,53,43.0
4,76.7,87,68.0
4,71.8,98,79.0
4,82.4,53,40.0
9,89.9,42,37.0
4,72.6,89,72.0
9,94.5,68,67.0
6,84.5,99,93.0
7,81.0,93,85.0
3,68.2,45,26.0
8,84.2,88,84.0
3,75.5,62,45.0
1,56.6,67,41.0
5,79.0,53,39.0
2,64.8,53,28.0
6,83.5,59,48.0
9,91.2,52,46.0
1,64.2,66,38.0
4,75.7,99,87.0
1,59.2,74,50.0
1,65.7,84,63.0
8,85.2,95,89.0
2,67.0,41,19.0
1,67.7,80,56.0
8,91.1,84,82.0
4,66.0,79,60.0
3,67.8,87,67.0
4,78.3,63,50.0
5,75.8,68,52.0
1,64.2,42,17.0
1,65.7,84,61.0
3,63.6,43,22.0
6,87.1,89,79.0
1,61.4,41,15.0
2,60.8,59,34.0
7,85.0,93,83.0
1,68.1,92,71.0
7,87.0,54,47.0
4,79.2,88,70.0
6,73.8,71,58.0
8,93.1,81,74.0
9,89.4,40,34.0
6,72.3,77,66.0
9,94.1,74,73.0
4,76.4,90,72.0
6,84.0,46,34.0
8,93.2,84,80.0
9,84.1,52,49.0
3,72.7,88,69.0
2,65.5,40,16.0
6,82.0,53,46.0
4,69.1,68,50.0
1,58.0,97,67.0
8,86.8,42,37.0
9,76.4,85,78.0
9,94.4,63,62.0
2,76.7,40,18.0
9,92.1,87,83.0
7,74.1,49,42.0
5,76.4,52,36.0
7,82.5,75,64.0
9,86.4,48,47.0
8,88.7,53,48.0
6,77.4,75,63.0
4,70.4,49,31.0
1,63.8,79,54.0
6,79.6,62,46.0
3,78.5,74,53.0
6,91.4,94,86.0
6,75.6,46,34.0
4,83.5,81,66.0
2,62.8,74,53.0
9,91.0,41,32.0
2,69.3,54,32.0
3,67.7,48,26.0
1,64.0,86,59.0
7,83.3,56,45.0
1,63.2,78,54.0
9,94.4,91,89.0
1,59.3,57,35.0
5,76.5,54,40.0
7,83.1,57,49.0
3,78.5,63,46.0
9,82.3,62,63.0
8,92.3,51,43.0
3,70.9,62,44.0
5,75.5,60,48.0
7,90.4,65,53.0
4,73.6,47,32.0
5,75.3,69,58.0
3,63.6,73,50.0
9,92.2,41,39.0
9,95.7,44,41.0
7,86.9,70,61.0
2,59.9,72,49.0
7,85.8,93,84.0
7,73.9,43,32.0
5,72.7,45,32.0
9,87.3,62,60.0
3,61.5,84,67.0
4,73.9,58,46.0
1,64.8,82,56.0
6,77.5,84,74.0
4,77.5,47,28.0
1,70.7,78,52.0
2,72.9,52,28.0
3,68.2,40,18.0
9,92.2,45,45.0
8,82.1,46,41.0
7,87.7,87,78.0
4,77.3,66,48.0
1,62.8,54,26.0
8,82.0,91,86.0
4,73.6,73,56.0
3,65.2,97,77.0
9,90.8,96,95.0
4,81.2,62,47.0
4,71.8,87,62.0
9,82.3,88,87.0
2,70.0,63,40.0
5,74.0,54,35.0
4,70.1,74,60.0
9,88.9,43,41.0
5,81.0,83,67.0
9,85.9,76,70.0
9,88.3,56,55.0
2,72.4,70,54.0
9,90.1,77,72.0
3,64.5,49,26.0
4,78.0,93,77.0
1,64.4,89,67.0
1,62.0,66,39.0
1,56.1,81,54.0
9,96.7,45,43.0
8,92.8,95,89.0
5,70.8,45,28.0
5,75.8,91,80.0
9,93.6,54,51.0
3,65.1,43,23.0
3,68.6,96,79.0
7,88.5,87,77.0
9,84.4,93,89.0
6,85.0,95,80.0
2,74.1,79,57.0
1,67.9,46,20.0
2,71.7,90,68.0
1,61.9,97,71.0
9,97.9,88,88.0
8,88.6,92,85.0
7,77.5,84,77.0
3,69.1,86,66.0
8,91.3,65,61.0
2,67.1,97,74.0
2,78.1,70,48.0
3,70.8,41,18.0
7,82.7,67,59.0
1,63.1,81,55.0
8,86.6,52,47.0
7,86.0,57,52.0
4,70.5,69,50.0
5,76.7,94,77.0
1,60.3,50,25.0
4,77.0,52,35.0
1,62.7,90,65.0
1,66.0,63,40.0
1,62.8,96,70.0
7,86.5,68,61.0
7,83.6,95,89.0
4,73.0,93,77.0
2,60.1,44,22.0
3,69.7,74,55.0
8,86.0,58,52.0
8,79.8,94,88.0
6,81.6,52,44.0
9,94.1,44,39.0
9,87.6,83,80.0
4,74.4,53,35.0
1,63.5,77,52.0
1,68.1,61,34.0
5,84.0,48,33.0
2,63.5,88,64.0
6,74.7,79,65.0
7,89.0,65,55.0
1,65.1,84,58.0
6,77.1,44,29.0
8,90.1,68,65.0
5,80.8,93,80.0
7,88.3,61,55.0
6,83.3,88,78.0
4,74.4,42,22.0
7,78.4,67,53.0
9,97.2,77,77.0
7,81.5,53,41.0
5,78.1,86,69.0
7,86.6,53,47.0
3,74.6,82,64.0
2,62.7,50,28.0
5,71.3,48,35.0
4,74.5,77,63.0
5,78.3,86,71.0
8,87.7,83,78.0
4,75.6,45,32.0
9,90.9,40,40.0
7,82.8,64,55.0
7,79.6,55,42.0
8,89.2,91,88.0
6,80.8,54,43.0
8,86.3,73,66.0
3,72.4,56,33.0
1,60.4,42,12.0
6,79.4,42,32.0
1,67.9,76,48.0
9,91.7,56,56.0
2,62.8,94,73.0
2,74.7,88,65.0
7,91.3,91,83.0
2,54.5,77,53.0
8,80.0,40,39.0
6,70.7,46,32.0
7,78.8,65,55.0
7,74.5,86,76.0
6,77.9,78,69.0
9,87.1,58,54.0
9,86.3,91,89.0
7,82.3,93,87.0
9,87.5,69,66.0
3,70.4,82,65.0
3,69.5,94,71.0
1,70.3,53,27.0
5,77.4,52,38.0
4,71.8,59,43.0
2,74.3,65,38.0
9,82.6,66,59.0
3,69.7,64,44.0
8,90.3,48,39.0
6,89.5,80,67.0
5,71.1,87,70.0
1,58.9,51,24.0
4,65.1,49,31.0
3,70.1,45,24.0
1,62.3,89,61.0
5,74.0,73,59.0
6,77.6,98,87.0
2,65.1,91,68.0
3,67.8,80,62.0
6,85.3,58,50.0
4,71.8,45,27.0
9,82.6,41,36.0
5,77.1,54,43.0
4,68.0,56,35.0
2,61.2,55,29.0
6,82.0,67,56.0
2,67.5,60,41.0
7,85.2,47,37.0
3,70.0,49,26.0
9,86.5,49,46.0
5,82.0,89,75.0
8,82.1,49,40.0
6,73.8,48,36.0
8,84.7,67,62.0
3,72.4,63,47.0
3,69.7,58,39.0
5,82.9,72,57.0
3,67.8,43,20.0
8,84.0,95,87.0
8,80.6,42,31.0
2,70.1,81,57.0
4,80.4,51,37.0
1,56.5,57,29.0
4,75.9,62,48.0
4,64.3,59,41.0
9,89.9,45,43.0
3,69.2,92,70.0
2,66.2,73,54.0
9,88.3,81,77.0
9,97.9,41,40.0
1,56.2,69,39.0
6,78.4,48,38.0
8,81.2,66,61.0
3,75.1,81,59.0
9,86.2,73,68.0
2,65.7,79,59.0
6,75.7,63,55.0
1,63.1,88,63.0
7,88.5,56,47.0
3,69.0,68,49.0
7,76.3,75,64.0
4,73.1,89,72.0
9,93.6,51,46.0
5,76.9,70,55.0
3,70.7,88,73.0
8,94.0,48,41.0
6,80.7,58,50.0
2,68.5,85,61.0
3,66.3,85,60.0
8,86.6,56,52.0
7,77.8,41,31.0
6,74.1,79,66.0
1,64.7,44,16.0
9,89.4,98,93.0
3,67.1,78,59.0
5,75.7,93,78.0
7,80.4,87,79.0
7,81.9,55,50.0
3,76.1,56,38.0
4,72.9,93,80.0
7,82.1,66,58.0
8,82.5,46,44.0
2,66.4,91,70.0
9,90.1,47,45.0
7,85.7,47,40.0
8,89.0,62,57.0
6,79.7,71,61.0
6,82.7,82,72.0
9,94.3,86,83.0
4,72.8,57,36.0
5,84.0,77,61.0
9,88.1,93,90.0
1,61.8,51,22.0
4,73.8,54,35.0
7,79.6,67,59.0
9,93.2,94,89.0
6,85.4,77,66.0
8,87.7,89,88.0
9,85.6,95,91.0
4,74.7,70,53.0
1,59.7,91,64.0
8,90.1,48,40.0
2,65.8,47,24.0
1,68.3,85,59.0
7,83.7,58,49.0
9,90.2,90,85.0
9,90.1,47,47.0
3,67.9,73,54.0
6,73.5,96,82.0
7,82.7,43,31.0
9,88.7,70,67.0
2,62.8,77,58.0
8,81.8,42,36.0
7,81.4,74,66.0
4,79.4,58,39.0
2,64.9,82,61.0
8,89.1,68,64.0
5,83.3,49,31.0
6,83.6,51,39.0
7,85.5,85,78.0
1,69.7,69,43.0
8,87.8,69,62.0
4,70.2,99,80.0
